Price,Close,High,Low,Open,Volume
Ticker,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS
Date,,,,,
2021-02-25,164.4153289794922,166.02686476114877,164.1401893317501,164.69046862723425,26953713
2021-02-26,160.24896240234375,163.51133668616052,159.58076420927748,162.92174271752094,45101885
2021-03-01,162.64659118652344,163.31478933098327,160.4061716399305,161.50673035854976,16850430
2021-03-02,165.0049285888672,165.7124288386964,162.33214848316942,162.7252069457605,26590262
2021-03-03,165.0442352294922,166.6557586545157,164.1401995632367,166.6557586545157,21648963
2021-03-04,164.84768676757812,166.10546621394042,163.19684890852412,164.14018660756716,25858155
2021-03-05,163.9436798095703,165.08354059891087,162.8824232362745,163.51131925006482,17990773
2021-03-08,163.51132202148438,165.71242696434163,163.27548445517988,164.84770583067413,23874105
2021-03-09,163.35411071777344,164.8870301914521,160.95646999373008,164.06161105507988,23463213
2021-03-10,162.3321533203125,164.454654133046,161.78187394770524,164.37604991243768,20358192
2021-03-12,161.31019592285156,163.51131320409982,159.97379972864053,163.51131320409982,31973696
2021-03-15,161.50674438476562,161.93910499647384,158.4802201028081,161.8211986581709,42699297
2021-03-16,163.3933868408203,164.21880578296356,161.1136529951976,162.2535261465517,50641203
2021-03-17,165.5552215576172,168.14939765835126,163.94369792270146,166.81300126707566,81604999
2021-03-18,171.09730529785156,172.23716613060742,166.5771516192604,167.44188522829413,95536034
2021-03-19,175.26368713378906,177.7792463271207,169.44646428488895,172.1585464795081,139352860
2021-03-22,177.6613311767578,177.97577294603528,174.12381767258447,175.53881809141933,47823778
2021-03-23,174.6741180419922,179.31217829742732,173.96661774733556,176.8752356062962,43165463
2021-03-24,169.76089477539062,175.1457691546135,169.21061545989215,173.73076875964196,28672557
2021-03-25,166.34132385253906,169.76090629627717,164.336741899802,169.13202272564862,42248040
2021-03-26,165.79104614257812,168.5817450433417,165.35868556921488,168.4245241491266,27083832
2021-03-30,168.6603546142578,169.01411098028328,165.39799292731954,167.63841254088538,28862387
2021-03-31,171.76548767089844,172.3943711938013,167.20603230150908,168.26728881776503,37890481
2021-04-01,172.9839630126953,173.4163235749613,170.82216020136542,172.94466090442202,30182056
2021-04-05,167.08811950683594,172.9446566946344,165.4765960789059,171.05798114422925,32586507
2021-04-06,167.16673278808594,168.97479163010058,165.2014530629073,168.07075598055022,26663018
2021-04-07,168.0707550048828,169.17131363772776,167.00951093541516,167.20603392395776,15790468
2021-04-08,167.63839721679688,169.87881662556248,167.32395544713162,168.896176752544,14660557
2021-04-09,167.52049255371094,169.76091215124808,167.0881319697202,168.0314698152851,16994483
2021-04-12,161.38880920410156,165.86964823150564,161.1529840943502,165.0835437705231,35840817
2021-04-13,164.0615692138672,164.84768603576077,161.93906874325683,162.7251855651504,21027436
2021-04-15,162.48934936523438,165.43726878598298,161.93907007679448,164.29740810481042,18205903
2021-04-16,163.4720001220703,164.49395455881864,162.33213936454595,163.51131468608185,13824608
2021-04-19,161.6246337890625,162.01769221652623,160.170331310241,161.15297115035747,16400507
2021-04-20,160.01309204101562,162.72517370178105,159.18767317532956,162.09627779869837,22187707
2021-04-22,161.86048889160156,162.17493068484117,157.65478942148886,158.79465026479772,24030915
2021-04-23,161.42813110351562,162.72521286587724,160.56340992860788,160.56340992860788,20381213
2021-04-26,161.38880920410156,162.52868247242807,160.91714652751205,161.7818676631362,20652091
2021-04-27,161.46742248535156,162.68589994562547,161.1922828155183,161.38880581236214,11885588
2021-04-28,161.5460662841797,162.33217086063942,161.38883291179914,161.93911234386525,13197445
2021-04-29,160.60269165039062,163.15755274020708,160.40615620835197,162.80380887587472,13601150
